datasetId,archiveType,dataSetName,duplicateDetails,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,interpretation_direction,interpretation_seasonality,interpretation_variable,interpretation_variableDetail,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,paleoData_variableName,yearUnits
ch2k_RE19GBR03_284,Coral,RE19GBR03,N/A,-2.5,-13.329999923706055,143.9499969482422,"Reef 13-050, Australia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/33732,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_DR00KSB01_286,Coral,DR00KSB01,N/A,-25.0,32.46699905395508,-64.56800079345703,"Kitchen Shoals, Bermuda",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://doi.pangaea.de/10.1594/PANGAEA.88200,CoralHydro2k v1.0.1,"regressions in paper use air temps instead of SST, relevant growth information about coral found in PhD thesis (http://nbn-resolving.de/urn:nbn:de:gbv:46-ep000102521)",d18O,Diploria labyrinthiformis,permil,d18O,CE
ch2k_BO14HTI02_288,Coral,BO14HTI02,N/A,-2.5,12.210000038146973,109.30999755859375,"Hon Tre Island, Vietnam",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/17035,CoralHydro2k v1.0.1,A composite of cores TN (CoralHydro2k ID BO14HTI01) and BB was used from 2010-1977 for the published reconstructions in Bolton et al. 2014 and Goodkin et al. 2021.,d18O,Porites lutea,permil,d18O,CE
ch2k_BO14HTI02_290,Coral,BO14HTI02,N/A,-2.5,12.210000038146973,109.30999755859375,"Hon Tre Island, Vietnam",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/17035,CoralHydro2k v1.0.1,A composite of cores TN (CoralHydro2k ID BO14HTI01) and BB was used from 2010-1977 for the published reconstructions in Bolton et al. 2014 and Goodkin et al. 2021.,Sr/Ca,Porites lutea,mmol/mol,SrCa,CE
ch2k_MU17DOA01_292,Coral,MU17DOA01,N/A,-5.0,-5.381999969482422,117.91400146484375,"Doangdoangan Besar, Indonesia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/24630,CoralHydro2k v1.0.1,"Calibrations to SST data were performed on a shorter, higher-resolution set of samples. See Murty et al. 2017 for more information.",d18O,Porites sp.,permil,d18O,CE
ch2k_TA18TAS01_294,Coral,TA18TAS01,N/A,-16.5,-14.270000457763672,-169.5,"Ta'u, American Samoa",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/25270,CoralHydro2k v1.0.1,"The calibration equation incorporated both SST and salinity, so the d18O-SST slope is not included here to avoid misrepresentation.",d18O,Porites sp.,permil,d18O,CE
ch2k_XU15BVI03_296,Coral,XU15BVI03,N/A,nan,18.719999313354492,-64.31670379638672,"Anegada, British Virgin Islands",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/21011,CoralHydro2k v1.0.1,nan,Sr/Ca,Pseudodiploria strigosa,mmol/mol,SrCa,CE
ch2k_AS05GUA01_302,Coral,AS05GUA01,N/A,-7.800000190734863,13.597999572753906,144.83599853515625,"Double Reef, Guam",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1915,CoralHydro2k v1.0.1,nan,d18O,Porites lobata,permil,d18O,CE
ch2k_FE09OGA01_304,Coral,FE09OGA01,N/A,-3.9000000953674316,27.105899810791016,142.19410705566406,"Ogasawara Islands, Japan",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://doi.pangaea.de/10.1594/PANGAEA.743953,CoralHydro2k v1.0.1,"Annual regression slopes (-0.213 / C, -0.140 mmol/mol / C) imply an apparent amplification of inferred SST variations on interannual and longer timescales.",d18O,Porites sp.,permil,d18O,CE
ch2k_FE09OGA01_306,Coral,FE09OGA01,N/A,-3.9000000953674316,27.105899810791016,142.19410705566406,"Ogasawara Islands, Japan",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://doi.pangaea.de/10.1594/PANGAEA.743953,CoralHydro2k v1.0.1,"Annual regression slopes (-0.213 / C, -0.140 mmol/mol / C) imply an apparent amplification of inferred SST variations on interannual and longer timescales.",Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_FE09OGA01_308,Coral,FE09OGA01,N/A,-3.9000000953674316,27.105899810791016,142.19410705566406,"Ogasawara Islands, Japan",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://doi.pangaea.de/10.1594/PANGAEA.743953,CoralHydro2k v1.0.1,"Annual regression slopes (-0.213 / C, -0.140 mmol/mol / C) imply an apparent amplification of inferred SST variations on interannual and longer timescales.",Sr/Ca,Porites sp.,mmol/mol,SrCa_annual,CE
ch2k_FE09OGA01_310,Coral,FE09OGA01,N/A,-3.9000000953674316,27.105899810791016,142.19410705566406,"Ogasawara Islands, Japan",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://doi.pangaea.de/10.1594/PANGAEA.743953,CoralHydro2k v1.0.1,"Annual regression slopes (-0.213 / C, -0.140 mmol/mol / C) imply an apparent amplification of inferred SST variations on interannual and longer timescales.",d18O,Porites sp.,permil,d18O_annual,CE
ch2k_GU99NAU01_314,Coral,GU99NAU01,N/A,-14.0,-0.5400000214576721,166.97000122070312,"Nauru Island, Republic of Nauru",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1842,CoralHydro2k v1.0.1,Oxygen isotope data has NOT been corrected for the acid fractionation difference (acid-alpha) between standards (calcite) and coral samples (aragonite). Prior to 1895/1896 the data exhibits a kinetic overprint.,d18O,Porites australiensis,permil,d18O,CE
ch2k_SA20FAN01_316,Coral,SA20FAN01,N/A,nan,3.8499999046325684,-159.35000610351562,"Tabuaeran (Fanning Island), Republic of Kiribati",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/30493,CoralHydro2k v1.0.1,nan,d18O,Porites sp.,permil,d18O,CE
ch2k_AL16PUR02_320,Coral,AL16PUR02,N/A,-7.0,17.93000030517578,-67.01000213623047,"Pinacles Reef, Puerto Rico",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/22056,CoralHydro2k v1.0.1,Study focuses on use of Sr/U rather than Sr/Ca,Sr/Ca,Orbicella faveolata,mmol/mol,SrCa,CE
ch2k_CO03PAL10_324,Coral,CO03PAL10,N/A,nan,5.869999885559082,-162.1300048828125,"Palmyra Island, United States Minor Outlying Islands",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1875,CoralHydro2k v1.0.1,nan,d18O,Porites lutea,permil,d18O,CE
ch2k_RE19GBR05_326,Coral,RE19GBR05,N/A,-3.5,-11.970000267028809,143.27999877929688,"Clerke Reef, Australia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/33732,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_ZI15IMP01_328,Coral,ZI15IMP01,"{0: {'duplicate ID': 'ch2k_ZI15IMP01_330', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-14.0,-17.53689956665039,118.9739990234375,"Rowley Shoals, Australia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/19239,CoralHydro2k v1.0.1,"Sr/Ca-SST recconstructed with composite plus scale method to ERSSTv3b, no regression applied",Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_KR20SAR02_332,Coral,KR20SAR02,N/A,-5.0,4.343299865722656,113.89830017089844,"Sarawak, Malaysia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/29312,CoralHydro2k v1.0.1,nan,d18O,Porites sp.,permil,d18O,CE
ch2k_KR20SAR02_334,Coral,KR20SAR02,N/A,-5.0,4.343299865722656,113.89830017089844,"Sarawak, Malaysia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/29312,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_RO19YUC01_338,Coral,RO19YUC01,"{0: {'duplicate ID': 'ch2k_RO19YUC01_340', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-4.0,20.83209991455078,-86.87889862060547,"Puerto Morelos, Mexico",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/27450,CoralHydro2k v1.0.1,focused more on Sr/U calibrations,Sr/Ca,Siderastrea siderea,mmol/mol,SrCa,CE
ch2k_ST13MAL01_344,Coral,ST13MAL01,N/A,-1.0,4.289999961853027,72.9800033569336,"Rasdhoo Atoll, Maldives",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/34472,CoralHydro2k v1.0.1,nan,d18O,Porites lutea,permil,d18O,CE
ch2k_ST13MAL01_346,Coral,ST13MAL01,N/A,-1.0,4.289999961853027,72.9800033569336,"Rasdhoo Atoll, Maldives",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34472,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites lutea,mmol/mol,SrCa,CE
ch2k_DR00NBB01_348,Coral,DR00NBB01,N/A,-25.0,32.5,-64.69999694824219,"Northeast Breakers, Bermuda",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://doi.pangaea.de/10.1594/PANGAEA.88199,CoralHydro2k v1.0.1,"regressions in paper use air temps instead of SST, relevant growth information about coral found in PhD thesis (http://nbn-resolving.de/urn:nbn:de:gbv:46-ep000102521)",d18O,Diploria labyrinthiformis,permil,d18O,CE
ch2k_PF19LAR01_350,Coral,PF19LAR01,N/A,-12.300000190734863,-21.0,55.0,"St. Gilles Reef, La Reunion",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/28130,CoralHydro2k v1.0.1,See Pfeiffer et al. 2004 for more monthly/bimonthly d18O calibrations and Pfeiffer et al. 2019 for annual d18O and Sr/Ca calibrations.,d18O,Porites sp.,permil,d18O,CE
ch2k_PF19LAR01_352,Coral,PF19LAR01,N/A,-12.300000190734863,-21.0,55.0,"St. Gilles Reef, La Reunion",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/28130,CoralHydro2k v1.0.1,See Pfeiffer et al. 2004 for more monthly/bimonthly d18O calibrations and Pfeiffer et al. 2019 for annual d18O and Sr/Ca calibrations.,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_AL16YUC01_354,Coral,AL16YUC01,N/A,-3.0,20.83209991455078,-86.87889862060547,"Puerto Morelos, Mexico",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/22056,CoralHydro2k v1.0.1,Study focuses on use of Sr/U rather than Sr/Ca,Sr/Ca,Siderastrea siderea,mmol/mol,SrCa,CE
ch2k_CO03PAL09_358,Coral,CO03PAL09,N/A,nan,5.869999885559082,-162.1300048828125,"Palmyra Island, United States Minor Outlying Islands",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1875,CoralHydro2k v1.0.1,nan,d18O,Porites lutea,permil,d18O,CE
ch2k_ZI16ROD02_360,Coral,ZI16ROD02,N/A,-3.0,-19.66699981689453,63.433998107910156,"Rodrigues, Republic of Mauritius",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/22991,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites lobata,mmol/mol,SrCa,CE
ch2k_AB20MEN05_362,Coral,AB20MEN05,N/A,nan,-3.0369999408721924,100.23100280761719,"Mentawai Islands, Indonesia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/28451,CoralHydro2k v1.0.1,Fossil Coral,d18O,Porites sp.,permil,d18O,CE
ch2k_KI04MCV01_366,Coral,KI04MCV01,N/A,-1.5,-15.699999809265137,167.1999969482422,"Espiritu Santo Island, Vanuatu",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1925,CoralHydro2k v1.0.1,regression information based on Kilbourne MS Thesis,d18O,Porites lutea,permil,d18O,CE
ch2k_KI04MCV01_368,Coral,KI04MCV01,N/A,-1.5,-15.699999809265137,167.1999969482422,"Espiritu Santo Island, Vanuatu",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/1925,CoralHydro2k v1.0.1,regression information based on Kilbourne MS Thesis,Sr/Ca,Porites lutea,mmol/mol,SrCa,CE
ch2k_CH18YOA02_374,Coral,CH18YOA02,N/A,nan,16.447999954223633,111.6050033569336,"Lingyang Reef, Yongle Atoll",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34413,CoralHydro2k v1.0.1,Microatoll; coral rubble samples; data reported in Supplements of paper,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_DE16RED01_380,Coral,DE16RED01,N/A,-1.0,22.031400680541992,38.87779998779297,Red Sea,N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/21710,CoralHydro2k v1.0.1,Study focuses on use of Sr/U rather than Sr/Ca; multiple locations Atlantic and Pacific; Sr/Ca uncertainty 1 deg C; Sr-U uncertainty 0.5 deg C; Sr/Ca-SST slope not indicated,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_BA04FIJ02_382,Coral,BA04FIJ02,N/A,-10.0,-16.81999969482422,179.22999572753906,"Savusavu Bay, Vanua Levu, Fiji",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1881,CoralHydro2k v1.0.1,nan,d18O,Diploastrea heliopora,permil,d18O,CE
ch2k_CO03PAL06_386,Coral,CO03PAL06,N/A,nan,5.869999885559082,-162.1300048828125,"Palmyra Island, United States Minor Outlying Islands",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1875,CoralHydro2k v1.0.1,nan,d18O,Porites lutea,permil,d18O,CE
ch2k_CH18YOA01_390,Coral,CH18YOA01,N/A,nan,16.447999954223633,111.6050033569336,"Lingyang Reef, Yongle Atoll",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34413,CoralHydro2k v1.0.1,Microatoll; coral rubble samples; data reported in Supplements of paper,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_RE19GBR04_392,Coral,RE19GBR04,N/A,-3.5,-12.09000015258789,143.2899932861328,"Nomad Reef, Australia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/33732,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_DO18DAV01_394,Coral,DO18DAV01,N/A,-6.5,-18.799999237060547,147.6300048828125,"Davies Reef, Australia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34392,CoralHydro2k v1.0.1,Study uses multiple cores from multiple locations in the Great Barrier Reef; spans 15-18S latitude; multiple Sr/Ca regression equations in the paper. Supplemnet has all data.,Sr/Ca,Porites lutea,mmol/mol,SrCa,CE
ch2k_GO12SBV01_396,Coral,GO12SBV01,N/A,-8.0,-15.9399995803833,166.07000732421875,"Sabine Bank, Vanuatu",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/13439,CoralHydro2k v1.0.1,d18O is a composite of cores 06SB-A1 and 07SB-A2,d18O,Porites lutea,permil,d18O,CE
ch2k_GO12SBV01_398,Coral,GO12SBV01,N/A,-8.0,-15.9399995803833,166.07000732421875,"Sabine Bank, Vanuatu",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/13439,CoralHydro2k v1.0.1,d18O is a composite of cores 06SB-A1 and 07SB-A2,Sr/Ca,Porites lutea,mmol/mol,SrCa,CE
ch2k_CA07FLI01_400,Coral,CA07FLI01,N/A,nan,-17.729999542236328,148.42999267578125,"Flinders Reef, Australia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/6087,CoralHydro2k v1.0.1,nan,d18O,Porites sp.,permil,d18O,CE
ch2k_CA07FLI01_402,Coral,CA07FLI01,N/A,nan,-17.729999542236328,148.42999267578125,"Flinders Reef, Australia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/6087,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_SW99LIG02_404,Coral,SW99LIG02,N/A,-2.0,25.0,-80.5999984741211,"Lignumvitae Basin, Florida Bay",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1914,CoralHydro2k v1.0.1,nan,d18O,Solenastrea bournoni,permil,d18O,CE
ch2k_CO93TAR01_408,Coral,CO93TAR01,N/A,-3.0,1.4199999570846558,173.02999877929688,"Tarawa Atoll, Republic of Kiribati",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1845,CoralHydro2k v1.0.1,monthly correlations not reported,d18O,Porites lobata,permil,d18O,CE
ch2k_RO19PAR01_410,Coral,RO19PAR01,N/A,-7.0,17.936800003051758,-67.01840209960938,"Parguera, Puerto Rico",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/27450,CoralHydro2k v1.0.1,nan,Sr/Ca,Orbicella faveolata,mmol/mol,SrCa,CE
ch2k_CO00MAL01_412,Coral,CO00MAL01,N/A,-6.0,-3.259999990463257,40.13999938964844,"Malindi Marine Park, Kenya",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1855,CoralHydro2k v1.0.1,Extra information supplied that is not included in publication such as higher precision slope value. Noted as exposed to open ocean; seasonally influenced by river discharge,d18O,Porites lutea,permil,d18O,CE
ch2k_MO20WOA01_414,Coral,MO20WOA01,N/A,-2.0,7.400000095367432,144.0,"Wolei Atoll, Fed. States of Micronesia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/31552,CoralHydro2k v1.0.1,uncertainty on Sr/Ca intercept is 0.0018,d18O,Porites sp.,permil,d18O,CE
ch2k_MO20WOA01_416,Coral,MO20WOA01,N/A,-2.0,7.400000095367432,144.0,"Wolei Atoll, Fed. States of Micronesia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/31552,CoralHydro2k v1.0.1,uncertainty on Sr/Ca intercept is 0.0018,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_AB20MEN01_420,Coral,AB20MEN01,N/A,-0.699999988079071,-3.180000066757202,100.51699829101562,"Mentawai Islands, Indonesia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/28451,CoralHydro2k v1.0.1,"Note: Length of coral record increased for Abram et al., 2020 publication relative to Abram et al., 2015",d18O,Porites sp.,permil,d18O,CE
ch2k_QU96ESV01_422,Coral,QU96ESV01,N/A,-1.0,-15.0,167.0,"Espiritu Santo Island, Vanuatu",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1839,CoralHydro2k v1.0.1,nan,d18O,Platygyra lamellina,permil,d18O,CE
ch2k_DE13HAI01_424,Coral,DE13HAI01,"{0: {'duplicate ID': 'ch2k_DE13HAI01_432', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-4.0,19.290000915527344,110.65599822998047,"Longwan, Qionghai, China",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/34412,CoralHydro2k v1.0.1,nan,d18O,Porites lutea,permil,d18O,CE
